电影Id,标题,年份,评分,星级人数,评论数,评论,海报,头像,用户名,排名,年份,地区,类型,主演
5908477,鸿门宴传奇,2011,6.4,3.0,110278,三星半。本年度终于出一部不坑爹的古装战争片了。电影整体感觉不错，鸿门宴一段十分精彩，棋盘对弈的玄机贯穿全片，局中有局。项刘对决成了范增张良的斗智。最终，项羽败于刘邦，却赢了真爱。刘邦赢了天下，却输了人生。冯绍峰气场出来了，形象设计有功劳。影片部分情节拖沓，项羽与虞姬的爱渲染不够。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1293056226.jpg,https://img3.doubanio.com/icon/up29560888-2.jpg,沉默的朝,0.0,2011 ,,, 李仁港 2011 
1305201,黄飞鸿之铁鸡斗蜈蚣,1993,7.4,3.5,64035,这系列都还好，跟老爸一起看的记忆,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2351999788.jpg,https://img9.doubanio.com/icon/up49667918-124.jpg,喜阿姨,3.0,1993 ,,, 王晶 1993 
1863955,另一个波琳家的女孩,2008,7.1,3.5,106305,最惊悚的是突然看到马脸……Benedict Cumberbatch,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p597623489.jpg,https://img3.doubanio.com/icon/up1115813-152.jpg,我对你的无语简直能沉默整个宇宙,12.0,2008 ,,, 贾斯汀·查德维克 2008 
1947091,三国之见龙卸甲,2008,5.6,3.0,81319,电影院效果不错。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1023572443.jpg,https://img9.doubanio.com/icon/up33677354-6.jpg,claireC,11.0,2008 ,,, 李仁港 2008 
25908051,间谍之桥,2015,8.2,4.0,112570,这碗美式鸡汤，无论谁来炖，还能再炖五百年。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2247974249.jpg,https://img3.doubanio.com/icon/u2545095-2.jpg,吉米糕,10.0,2015 ,,, 史蒂文·斯皮尔伯格 2015 
1466394,王的男人,2005,7.2,3.5,94903,姓李的真漂亮,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p454364823.jpg,https://img9.doubanio.com/icon/up1645264-36.jpg,♣lùlu♣,8.0,2005 ,,, 李濬益 2005 
3606975,孔子,2010,5.6,3.0,92453,纯支持题材。电影本身像电视剧……,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2036524094.jpg,https://img3.doubanio.com/icon/up1417034-33.jpg,木一,18.0,2010 ,,, 胡玫 2010 
26425072,明月几时有,2017,6.8,3.5,91977,难以评价，但确实质量上乘。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2479605659.jpg,https://img9.doubanio.com/icon/up1998052-305.jpg,Mona Lishark,5.0,2017 ,,, 许鞍华 2017 
1295120,风语者,2002,7.7,4.0,90601,看了之后才知道吴宇森导演..凯奇最经典的电影之一 .,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p792496425.jpg,https://img9.doubanio.com/icon/up1593824-295.jpg,susansay,0.0,2002 ,,, 吴宇森 2002 
6393127,赛德克·巴莱(下),2011,8.9,4.5,109917,解放军替你们报仇了！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2927657234.jpg,https://img2.doubanio.com/icon/up45608326-1.jpg,Nathan,15.0,2011 ,,, 魏德圣 2011 
27038183,羞羞的铁拳,2017,6.8,3.5,764549,好运来那节我可以笑到过年。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2499793218.jpg,https://img1.doubanio.com/icon/up27405327-59.jpg,姨妈的鸭,7.0,2017 ,,, 宋阳 张吃鱼 2017 
3011235,哈利·波特与死亡圣器(下),2011,9.0,4.5,967865,丹尼尔终极大叔的面庞标刻着我们的少年时代彻底完结,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2913457020.jpg,https://img3.doubanio.com/icon/up2261590-107.jpg,马鹿,67.0,2011 ,,, 大卫·叶茨 2011 
3025375,奇异博士,2016,7.6,4.0,624119,答应我一定要去看3D的好吗？,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2368783674.jpg,https://img9.doubanio.com/icon/up5487795-35.jpg,丿去丿去,23.0,2016 ,,, 斯科特·德瑞克森 2016 
1296996,哈利·波特与密室,2002,8.9,4.5,914378,再没有什么比一封吼叫信更叫人晕菜了！,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2913781951.jpg,https://img1.doubanio.com/icon/up1130430-30.jpg,Nakedself,88.0,2002 ,,, 克里斯·哥伦布 2002 
1485260,本杰明·巴顿奇事,2008,9.0,4.5,1102044,你前进，我倒退，我们爱对方整整一个曾经。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2192535722.jpg,https://img9.doubanio.com/icon/up31884889-284.jpg,minhe,62.0,2008 ,,, 大卫·芬奇 2008 
30331149,白蛇：缘起,2019,7.8,4.0,823833,这个结尾真的漂亮，轮回的故事总是那么富有情感的张力,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2544313786.jpg,https://img2.doubanio.com/icon/up52057602-1.jpg,星野流魂,11.0,2019 ,,, 黄家康 赵霁 2019 
10741834,复仇者联盟2：奥创纪元,2015,7.5,4.0,537911,没有了洛基这个小基仔真是觉得即墨如雪啊,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2229594647.jpg,https://img9.doubanio.com/icon/up3418303-4.jpg,小呆,25.0,2015 ,,, 乔斯·韦登 2015 
34780991,哪吒之魔童闹海,2025,8.4,4.0,1527238,申公豹：小镇做题家的一生,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2916323291.jpg,https://img9.doubanio.com/icon/up130098450-6.jpg,海底,2.0,2025 ,,, 饺子 2025 
1291544,哈利·波特与阿兹卡班的囚徒,2004,9.0,4.5,888093,斯内普——全校唯一会用PPT上课的教授,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2913456870.jpg,https://img1.doubanio.com/icon/up46886998-9.jpg,阿迷大人,72.0,2004 ,,, 阿方索·卡隆 2004 
1291571,指环王1：护戒使者,2001,9.1,4.5,956643,于我，魔戒永远是不可逾越的史诗。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2197698335.jpg,https://img3.doubanio.com/icon/up1146556-93.jpg,sherry Q,55.0,2001 ,,, 彼得·杰克逊 2001 
1297447,倩女幽魂,1987,8.8,4.5,835513,两张绝世的脸。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2918554634.jpg,https://img1.doubanio.com/icon/up2426142-198.jpg,雨天女士藍調,128.0,1987 ,,, 程小东 1987 
1309055,哈利·波特与火焰杯,2005,8.8,4.5,800828,不管是书还是电影，火焰杯都是最好看的,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2913456904.jpg,https://img1.doubanio.com/icon/up2863549-80.jpg,彩戏师,114.0,2005 ,,, 迈克·内威尔 2005 
5350027,妖猫传,2017,6.9,3.5,777741,原来妖猫是个编辑啊，催白居易交稿子。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2530249558.jpg,https://img3.doubanio.com/icon/up34316735-2.jpg,PureSucker,15.0,2017 ,,, 陈凯歌 2017 
2353023,驯龙高手,2010,8.8,4.5,864947,和谐的生活离不开摸头与被摸头,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2210954024.jpg,https://img9.doubanio.com/icon/up1524574-66.jpg,with,125.0,2010 ,,, 迪恩·戴布洛伊 克里斯·桑德斯 2010 
4202982,冰雪奇缘,2013,8.5,4.5,830555,一对百合一对兽人，专注黑王子一百年！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2151245053.jpg,https://img9.doubanio.com/icon/up48542548-6.jpg,Wendy,238.0,2013 ,,, 克里斯·巴克 珍妮弗·李 2013 
5045678,大鱼海棠,2016,7.0,3.5,626251,这样的故事和所表达出来的感情，只有有心人能明白,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2361744534.jpg,https://img2.doubanio.com/icon/up148048031-1.jpg,张大瑶,6.0,2016 ,,, 梁旋 张春 2016 
10604086,封神第一部：朝歌风云,2023,7.7,4.0,1287856,哪吒和杨戬你俩能否分头行动🤣,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2895465725.jpg,https://img2.doubanio.com/icon/up238208724-11.jpg,Ayls,5.0,2023 ,,, 乌尔善 2023 
24733428,心灵奇旅,2020,8.7,4.5,1142891,未必有所成才算活着，梦想也不是什么了不起的东西，只喜欢看天、走路、吃披萨的人生也很好。（皮克斯送给社畜社恐的一记摸头,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2595591069.jpg,https://img9.doubanio.com/icon/up49988006-35.jpg,礼拜六的两脚兽,159.0,2020 ,,, 彼特·道格特 凯普·鲍尔斯 2020 
1291552,指环王3：王者无敌,2003,9.3,4.5,906860,要是让peter jackson来拍西游记，会怎样？？,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2642829472.jpg,https://img9.doubanio.com/icon/up1083363-136.jpg,susu/苏酱,32.0,2003 ,,, 彼得·杰克逊 2003 
27133303,超时空同居,2018,6.8,3.5,542189,雷佳音总是能带给我快乐~,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2520331478.jpg,https://img9.doubanio.com/icon/up60709551-36.jpg,恶魔奶爸Sam,6.0,2018 ,,, 苏伦 2018 
1457217,哈利·波特与凤凰社,2007,8.6,4.5,696551,给小天狼星,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2913456924.jpg,https://img3.doubanio.com/icon/up152865875-3.jpg,无语望天,229.0,2007 ,,, 大卫·叶茨 2007 
2051007,哈利·波特与死亡圣器(上),2010,8.6,4.5,696748,多比没有主人，多比是一个自由的小精灵 😭😭😭,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2913456984.jpg,https://img2.doubanio.com/icon/up239734677-1.jpg,BranT.B,217.0,2010 ,,, 大卫·叶茨 2010 
1291572,指环王2：双塔奇兵,2002,9.2,4.5,854010,每次看魔戒都会被奥兰度惊艳到~,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2640236255.jpg,https://img3.doubanio.com/icon/up2007667-212.jpg,颜良辰,47.0,2002 ,,, 彼得·杰克逊 2002 
3011051,恐怖游轮,2009,8.5,4.5,990684,不要企图在重复中寻找已经失去的爱,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p462470694.jpg,https://img1.doubanio.com/icon/up2293915-269.jpg,某不知名网友,194.0,2009 ,,, 克里斯托弗·史密斯 2009 
1866471,雷神,2011,7.2,3.5,366816,你们是不是在欺负国际友人！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2159068249.jpg,https://img1.doubanio.com/icon/up2889558-1129.jpg,A L E X,0.0,2011 ,,, 肯尼思·布拉纳 2011 
26277313,西游记之大圣归来,2015,8.3,4.0,735884,认真做事的人，理应被嘉奖，更何况做的还真的挺好。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2255028780.jpg,https://img1.doubanio.com/icon/up66738259-9.jpg,大夫唐,6.0,2015 ,,, 田晓鹏 2015 
25821634,雷神3：诸神黄昏,2017,7.4,3.5,435868,我是雷神托尔，为了北方神的荣耀。。。。。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2493777430.jpg,https://img2.doubanio.com/icon/up92318310-11.jpg,大唐咕噜,5.0,2017 ,,, 塔伊加·维迪提 2017 
25723907,捉妖记,2015,6.7,3.5,578647,胡巴太萌！！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2257944916.jpg,https://img9.doubanio.com/icon/up2986990-6.jpg,keke,5.0,2015 ,,, 许诚毅 2015 
1433330,哈利·波特与混血王子,2009,8.4,4.0,635258,大家都在感受爱情的刺痛 只有马尔福在专心搞事业,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2913456964.jpg,https://img9.doubanio.com/icon/up49021922-15.jpg,白金溶剂,6.0,2009 ,,, 大卫·叶茨 2009 
1291579,怪兽电力公司,2001,8.8,4.5,770191,那一声KITTY，软了我的眼泪。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2513247938.jpg,https://img3.doubanio.com/icon/up1222022-92.jpg,泪小鱼|念。,137.0,2001 ,,, 彼特·道格特 大卫·西尔弗曼 李·昂克里奇 2001 
6560058,雷神2：黑暗世界,2013,7.4,3.5,356404,锤与基之歌。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2109235216.jpg,https://img9.doubanio.com/icon/up72719769-5.jpg,清久,0.0,2013 ,,, 阿兰·泰勒 2013 
26575103,捉妖记2,2018,4.9,2.5,391134,李宇春太惊艳了！！！胡巴很可爱！适合全家欢！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2509643816.jpg,https://img9.doubanio.com/icon/up137436394-5.jpg,超爱西瓜瓜瓜,39.0,2018 ,,, 许诚毅 2018 
25726614,神奇动物在哪里,2016,7.7,4.0,673908,现在看雀斑演啥都像霍金,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2392444121.jpg,https://img1.doubanio.com/icon/up52190264-10.jpg,哎你别动我米饭,8.0,2016 ,,, 大卫·叶茨 2016 
1297359,幽灵公主,1997,8.9,4.5,668582,宫骑骏就是个生态环保大师啊。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2920895053.jpg,https://img9.doubanio.com/icon/up1365397-136.jpg,A-sun*,102.0,1997 ,,, 宫崎骏 1997 
10577869,时空恋旅人,2013,8.8,4.5,792418,父子戏才是主线....五星全给海边散步那一小段,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2070153774.jpg,https://img1.doubanio.com/icon/up46011061-269.jpg,拔丝摩的,124.0,2013 ,,, 理查德·柯蒂斯 2013 
30122633,快把我哥带走,2018,6.8,3.5,414108,那句“你把我落下了”，受到一万点暴击…,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2531080870.jpg,https://img3.doubanio.com/icon/up1005928-127.jpg,影志,0.0,2018 ,,, 郑芬芬 2018 
3077412,寻龙诀,2015,7.4,3.5,640272,蛮不错的，刘晓庆本色出演加十分！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2284620292.jpg,https://img1.doubanio.com/icon/up2217677-39.jpg,SingLesinger,11.0,2015 ,,, 乌尔善 2015 
5308265,西游降魔篇,2013,7.2,3.5,679914,思想，境界，诚意,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1856385532.jpg,https://img3.doubanio.com/icon/up41905898-17.jpg,马邦德,13.0,2013 ,,, 周星驰 郭子健 2013 
1316510,射雕英雄传之东成西就,1993,8.7,4.5,718196,张学友让梁朝伟杀他那段，笑翻了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2609063922.jpg,https://img1.doubanio.com/icon/up1135169-79.jpg,掀桌超人,160.0,1993 ,,, 刘镇伟 1993 
1959877,崖上的波妞,2008,8.6,4.5,576135,好可爱啊，可爱的波妞，懂爱的宗介,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2627847859.jpg,https://img9.doubanio.com/icon/up2093566-194.jpg,海心,226.0,2008 ,,, 宫崎骏 2008 
26147417,神奇动物：格林德沃之罪,2018,7.0,3.5,512618,欢迎回家！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2538826177.jpg,https://img1.doubanio.com/icon/up4438977-88.jpg,国王KING,0.0,2018 ,,, 大卫·叶茨 2018 
1307811,魔女宅急便,1989,8.7,4.5,525196,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p456676352.jpg,https://img9.doubanio.com/icon/up1699417-126.jpg,N,197.0,1989 ,,, 宫崎骏 1989 
25907124,姜子牙,2020,6.6,3.5,634781,听导演专访本片是删减后的次成品，想阐释的主题是神需被贬入凡间以人的视角经历苍生，才能明白苍生。此片本质上已是成人动画，甚至有点暗黑恐怖元素。剧本确实与主题撕裂，不知道是否是时长阉割妥协于资本排片的缘故，有种商业与文艺片之间强行掺杂的模糊感！但片中那些对生灵与普罗大众的悲悯情节着实升华了此片的立意！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2621219978.jpg,https://img1.doubanio.com/icon/up68632569-9.jpg,29,2.0,2020 ,,, 程腾 李炜 2020 
5989818,萤火之森,2011,8.8,4.5,611050,妖怪有颜就是治愈片 妖怪没有颜就是恐怖片,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1675053073.jpg,https://img1.doubanio.com/icon/up3516274-528.jpg,和也也也也也n,151.0,2011 ,,, 大森贵弘 2011 
25900945,美女与野兽,2017,7.1,3.5,430444,2017年，直男癌与女权主义最猛烈的碰撞。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2417948644.jpg,https://img1.doubanio.com/icon/up1508098-40.jpg,Hachiko,19.0,2017 ,,, 比尔·康顿 2017 
26709258,罗小黑战记,2019,8.0,4.0,632148,“不必问我，你可以有自己的答案。”,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2568288336.jpg,https://img9.doubanio.com/icon/up123252113-6.jpg,李干嘛鸭,10.0,2019 ,,, 木头 2019 
1858711,玩具总动员3,2010,8.9,4.5,592554,让我笑已经够了，居然还能让我哭，nice job！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1283675359.jpg,https://img1.doubanio.com/icon/up3418993-68.jpg,山人阿苍苍,132.0,2010 ,,, 李·昂克里奇 2010 
6534248,无敌破坏王,2012,8.7,4.5,612598,给我一瓶可乐 + 一包曼妥思 我能拯救全世界！！！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1735642656.jpg,https://img9.doubanio.com/icon/up54173702-645.jpg,psycho DC,190.0,2012 ,,, 瑞奇·摩尔 2012 
26826330,刺杀小说家,2021,6.5,3.5,698877,雷佳音和董子健属实不错,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2628440875.jpg,https://img3.doubanio.com/img/files/file-1609845567.png,柳树不如杨树高,17.0,2021 ,,, 路阳 2021 
1309101,查理和巧克力工厂,2005,8.3,4.0,581735,恩，这个男人，演啥像啥~,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p453925617.jpg,https://img1.doubanio.com/icon/up1328334-8.jpg,龙三,10.0,2005 ,,, 蒂姆·波顿 2005 
2268359,暮光之城,2008,7.6,4.0,538236,总之他俩很养眼。。。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2601335410.jpg,https://img1.doubanio.com/icon/up2836679-219.jpg,sssecret。,7.0,2008 ,,, 凯瑟琳·哈德威克 2008 
25870084,重返20岁,2015,7.1,3.5,438031,合家欢电影，好看好听。杨子姗演的很棒。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2216353367.jpg,https://img3.doubanio.com/icon/up3481706-2.jpg,moonlight,14.0,2015 ,,, 陈正道 2015 
4202302,借东西的小人阿莉埃蒂,2010,8.9,4.5,627416,能赠予你的临别礼物，不过是一块小小的方糖。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p617533616.jpg,https://img3.doubanio.com/icon/up16249062-812.jpg,岛上的夏奈,118.0,2010 ,,, 米林宏昌 2010 
1303394,青蛇,1993,8.6,4.5,601825,作为一个性格被阉割的男人，青蛇那一剑捅得好！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2923862788.jpg,https://img9.doubanio.com/icon/up2504060-5.jpg,光年‖影视歌三栖民工,215.0,1993 ,,, 徐克 1993 
1291545,大鱼,2003,8.8,4.5,627186,我怎么没有感动？因为我没有父亲。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p692813374.jpg,https://img9.doubanio.com/icon/up2093566-194.jpg,海心,158.0,2003 ,,, 蒂姆·波顿 2003 
1418019,大闹天宫,1961,9.4,4.5,507785,向中国早期的动画制作人员致敬！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2184505167.jpg,https://img1.doubanio.com/icon/up1577739-80.jpg,战国客,53.0,1961 ,,, 万籁鸣 1961 
25779217,诛仙1,2019,4.5,2.5,741564,碧瑶比想象中的好 挺搞笑的电影 好多熟悉面孔,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2567346094.jpg,https://img3.doubanio.com/icon/up179903078-12.jpg,肚子填不饱,1.0,2019 ,,, 程小东 2019 
1315574,加勒比海盗2：亡灵的宝藏,2006,8.5,4.5,470787,土著那段！笑惨爹了！！！哈哈哈！！捶地！！！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1076822803.jpg,https://img1.doubanio.com/icon/up30761008-10.jpg,长颈鹿和花枝丸,19.0,2006 ,,, 戈尔·维宾斯基 2006 
25786060,X战警：天启,2016,7.7,4.0,400908,天启睡醒了一起来就学习 这种臭学霸死的活该,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2352321614.jpg,https://img9.doubanio.com/icon/up30630365-4.jpg,Bill 2.0,22.0,2016 ,,, 布莱恩·辛格 2016 
1578714,神奇女侠,2017,7.1,3.5,486399,I wish have more time…to二刷！！！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2460006593.jpg,https://img9.doubanio.com/icon/up2712168-64.jpg,深夜声噎,9.0,2017 ,,, 派蒂·杰金斯 2017 
1895120,死寂,2007,7.9,4.0,331903,这片子应该给所有“景涛同好组”的人看……,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1235830609.jpg,https://img1.doubanio.com/icon/up1577739-80.jpg,战国客,20.0,2007 ,,, 温子仁 2007 
1466007,寂静岭,2006,7.7,4.0,322709,没觉得恐怖，喜欢深刻的寓意和片尾惩恶的解气。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p554634907.jpg,https://img9.doubanio.com/icon/up2093566-194.jpg,海心,8.0,2006 ,,, 克里斯托夫·甘斯 2006 
3041294,生化危机4：战神再生,2010,6.9,3.5,229540,生化就是一个坑 ,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p564897015.jpg,https://img3.doubanio.com/icon/up1871731-1142.jpg,阿梦,18.0,2010 ,,, 保罗·安德森 2010 
6532822,生化危机5：惩罚,2012,6.4,3.0,220541,李冰冰果然不用演,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1727862902.jpg,https://img9.doubanio.com/icon/up2546594-6.jpg,DirtyCAT,8.0,2012 ,,, 保罗·安德森 2012 
35792500,异形：夺命舰,2024,7.3,3.5,383322,买的是imax票，看的是指缝版,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2910926865.jpg,https://img1.doubanio.com/icon/up110185037-19.jpg,GiveMe0Cola,2.0,2024 ,,, 费德·阿尔瓦雷兹 2024 
1301459,小岛惊魂,2001,8.2,4.0,331400,小户型才是王道！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p492298664.jpg,https://img1.doubanio.com/icon/up1173366-148.jpg,野鸡,9.0,2001 ,,, 亚历杭德罗·阿梅纳瓦尔 2001 
1299765,回魂夜,1995,8.1,4.0,278234,说没有被吓到其实是骗人的,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2167116851.jpg,https://img1.doubanio.com/icon/up47809238-29.jpg,病気君,13.0,1995 ,,, 刘镇伟 1995 
3143676,林中小屋,2011,7.6,4.0,278760,最后那只手要换成中指就给五颗星,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1323381020.jpg,https://img9.doubanio.com/icon/up1425824-4.jpg,bobi,10.0,2011 ,,, 德鲁·戈达德 2011 
1309045,电锯惊魂2,2005,8.4,4.0,250509,再次回到前一集的厕所，是一件很爽的事。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1421210839.jpg,https://img1.doubanio.com/icon/up1000919-18.jpg,束,6.0,2005 ,,, 达伦·林恩·鲍斯曼 2005 
35882838,某种物质,2024,7.5,4.0,292073,格林黑童话之我要上春晚。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2912441039.jpg,https://img2.doubanio.com/icon/up1109854-11.jpg,bloom,1.0,2024 ,,, 科拉莉·法尔雅 2024 
30304994,奇异博士2：疯狂多元宇宙,2022,6.3,3.0,276052,宝妈大战恋爱脑,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2872533452.jpg,https://img3.doubanio.com/icon/up195968544-2.jpg,Taylor Zhou,0.0,2022 ,,, 山姆·雷米 2022 
1307956,死神来了2,2003,7.5,4.0,204190,如果看了1是害怕坐飞机那么看了2就害怕开车坐车。😂,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p498462827.jpg,https://img9.doubanio.com/icon/up156064887-5.jpg,媛木子,15.0,2003 ,,, 大卫·R·艾里斯 2003 
24860563,招魂2,2016,7.9,4.0,224927,从此无法直视玛丽莲曼森 ,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2360924286.jpg,https://img1.doubanio.com/icon/up1717942-9.jpg,梦大大,6.0,2016 ,,, 温子仁 2016 
26725678,解除好友2：暗网,2018,7.9,4.0,231669,不要隨便拿走不屬於自己得東西.....,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2528012421.jpg,https://img3.doubanio.com/img/files/file-1609845567.png,l6632154j,15.0,2018 ,,, 斯蒂芬·苏斯科 2018 
1308755,僵尸肖恩,2004,7.6,4.0,226837,最轻松最好玩的一部丧尸片，英国人多可爱阿,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2189849741.jpg,https://img9.doubanio.com/icon/up1760459-306.jpg,Stella,5.0,2004 ,,, 埃德加·赖特 2004 
3604148,小丑回魂,2017,7.5,4.0,227163,肯德基爷爷眼中的麦当劳叔叔,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2452537144.jpg,https://img2.doubanio.com/icon/up159781595-1.jpg,资深迟到专家,18.0,2017 ,,, 安德斯·穆斯切蒂 2017 
30234315,摄影机不要停！,2017,8.2,4.0,216744,为了一部真正的好片而拍摄了一部真正的烂片。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2541824676.jpg,https://img1.doubanio.com/icon/up1562273-559.jpg,品客,4.0,2017 ,,, 上田慎一郎 2017 
2364086,隐形人,2020,7.1,3.5,226956,那泼漆浇到了点子上,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2624945594.jpg,https://img3.doubanio.com/icon/up1005928-127.jpg,影志,6.0,2020 ,,, 雷·沃纳尔 2020 
1474189,电锯惊魂3,2006,8.1,4.0,196590,姑娘，您的斯德哥尔摩情结严重了,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p443443408.jpg,https://img2.doubanio.com/icon/up1374060-761.jpg,狷介有乌青,16.0,2006 ,,, 达伦·林恩·鲍斯曼 2006 
1436870,死神来了3,2006,7.2,3.5,180634,好看，结局很精彩。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1332895335.jpg,https://img3.doubanio.com/icon/up153950189-2.jpg,斑斑点点,0.0,2006 ,,, 黄毅瑜 2006 
22715021,僵尸,2013,8.0,4.0,223667,丧尸片中你最文艺，文艺片中你最丧尸。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2153223458.jpg,https://img1.doubanio.com/icon/up1329080-10.jpg,芦哲峰,4.0,2013 ,,, 麦浚龙 2013 
20513061,京城81号,2014,4.7,2.5,115913,吴妈！！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2187047385.jpg,https://img9.doubanio.com/icon/up48433988-46.jpg,了犹未了,0.0,2014 ,,, 叶伟民 2014 
26945085,昆池岩,2018,6.3,3.0,212476,太懂观众的G点，一部靠指缝自动调整画幅的电影。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2513360824.jpg,https://img3.doubanio.com/icon/up2315257-73.jpg,Obtson,8.0,2018 ,,, 郑范识 2018 
26718838,异星觉醒,2017,6.5,3.5,160105,这则故事告诉我们学好英语多重要 别人都说no no no了,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2456571580.jpg,https://img9.doubanio.com/icon/up30630365-4.jpg,Bill 2.0,0.0,2017 ,,, 丹尼尔·伊斯皮诺萨 2017 
1306808,咒怨,2002,7.6,4.0,179775,没看的人还是不要看了，对健康没好处！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2410260517.jpg,https://img1.doubanio.com/icon/up1225032-8.jpg,鼬,12.0,2002 ,,, 清水崇 2002 
